paper_st,honorary_nm,record_st,stair_st,feat_type,borough,roadway_typ,street_nm,feat_statu,the_geom,old_st_nm
,,,,Mapped_St,Staten Island,Surface_ST,Lathrop Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.13471028054988, 40.61871880421856], [-74.13539559870898, 40.61882694419939]]]}",
N,,,,Mapped_St,Queens,Surface_ST,58 Drive,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91207725109986, 40.71851955961042], [-73.9113432266368, 40.71865107456005], [-73.91123501264487, 40.71867046291315]]]}",
,Schiff Parkway,,,Mapped_St,Manhattan,Surface_ST,Delancey Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9912829186376, 40.71948453277098], [-73.9903749351948, 40.71920786075209]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Stewart Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9333358968162, 40.7258321316835], [-73.93363670351388, 40.72648552853985]]]}",
Y,,,,Mapped_St,Bronx,Surface_ST,Shore Drive,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.80171432731669, 40.812449378388834], [-73.80177197789178, 40.81235097546617], [-73.80236177445755, 40.811344235150386], [-73.80279516566969, 40.81060444581102], [-73.80308305966048, 40.81011318478187], [-73.80315207835142, 40.8099954100888], [-73.80327181848381, 40.80979108390727], [-73.80333440892356, 40.8096842770272], [-73.80334952017456, 40.80965849087066]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Caton Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96042286935322, 40.65255632233978], [-73.95933827017267, 40.65297573097188]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Forest Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.13547443712382, 40.62527947391856], [-74.13580124769452, 40.625070001770474]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,Franklin Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.00291863437, 40.7171477503843], [-74.00207771771674, 40.71673089549576]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,East 8 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.97164774934699, 40.64357305518844], [-73.97157936921731, 40.64321397557425], [-73.97119251575715, 40.64118240806377]]]}",
N,,,,Mapped_St,Queens,Surface_ST,23 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.84068128290212, 40.77861310329168], [-73.84158077832541, 40.77861102953674]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Broadway,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89970356736423, 40.75020479251845], [-73.89963278755654, 40.750174711579824]], [[-73.89963278755654, 40.750174711579824], [-73.8992276553592, 40.75000253129622]], [[-73.8992276553592, 40.75000253129622], [-73.89857749902656, 40.74972215614698]], [[-73.89857749902656, 40.74972215614698], [-73.89839036710765, 40.749643097835886]], [[-73.89839036710765, 40.749643097835886], [-73.89757735858672, 40.74929960891769]], [[-73.89757735858672, 40.74929960891769], [-73.89686930609273, 40.748993830529045]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Westcott Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.1273093684908, 40.614229177656846], [-74.12740690343273, 40.61493932112723]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Bedford Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.95933618351407, 40.7025312859523], [-73.95933255054172, 40.70252799419833], [-73.95869735221554, 40.70196032753854]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Gates Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91630969685197, 40.69535299333317], [-73.91775808646425, 40.69387921041903]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Macon Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.18192353154404, 40.55603591025035], [-74.18198199766205, 40.55602743550944]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Carlton Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.97171344807991, 40.6791944797542], [-73.9713903856909, 40.68009209569785]]]}",
Y,,,N,Mapped_St,Queens,Surface_ST,119 Avenue,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.77939551412314, 40.68346511541522], [-73.7791181175629, 40.6835615815352]]]}",
N,,,,Mapped_St,Queens,Surface_ST,84 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.8582580984323, 40.6877107443729], [-73.85825806961154, 40.68770760694431]], [[-73.85825806961154, 40.68770760694431], [-73.85825629884688, 40.68751607789906]], [[-73.85825629884688, 40.68751607789906], [-73.85802877653586, 40.68705217012491]], [[-73.85802877653586, 40.68705217012491], [-73.85799849574619, 40.68699042949222]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Ocean View Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9613051930326, 40.579758672864266], [-73.9607827932446, 40.57987199868724]]]}",
N,,,,Mapped_St,Queens,Surface_ST,69 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89587473481465, 40.74943187961823], [-73.89654042628437, 40.750541975644644]], [[-73.89531029675088, 40.7485969044124], [-73.89550099165399, 40.74883249706439], [-73.89587473481465, 40.74943187961823]], [[-73.89521297473411, 40.74829055354771], [-73.89531029675088, 40.7485969044124]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Halsey Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9124371090343, 40.68855443955386], [-73.91098882933076, 40.690031219221545]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Orange Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.14008365659542, 40.627402340544215], [-74.1411790990409, 40.628103091720995]]]}",
,Detectives R. Parker and P. Rafferty Way,,,Mapped_St,Brooklyn,Surface_ST,Snyder Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.93121254825569, 40.6500485959886], [-73.93020593249383, 40.650108666418205]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Crystal Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.1423961305605, 40.61587506696546], [-74.14228735702629, 40.61660285764672]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Rockaway Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.77050196781589, 40.65787717515454], [-73.77049977823016, 40.657876040633454], [-73.7697614527661, 40.657482235647066], [-73.76975453606553, 40.65747859810996]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Menahan Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91619918708058, 40.69902711239123], [-73.91710892754408, 40.69810464214614]]]}",
,,,,Not_mapped,Staten Island,Surface_ST,Larkin Street,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.13507212863493, 40.639433947820436], [-74.13496394649418, 40.639431326456766], [-74.13458468309376, 40.63942213630635]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Willets Point Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.81965210535377, 40.7766471969221], [-73.8216701253977, 40.77686279363028]], [[-73.8216701253977, 40.77686279363028], [-73.82433466819649, 40.776718133032546]], [[-73.82433466819649, 40.776718133032546], [-73.82440846466919, 40.776711640699844], [-73.82448118783627, 40.77670010692861], [-73.82455224296272, 40.77668362604293], [-73.82462104895603, 40.776662332824635], [-73.82468704311873, 40.77663640141101], [-73.82477806240283, 40.77658521651408], [-73.82488329599585, 40.77652386124049]], [[-73.82488329599585, 40.77652386124049], [-73.82583043111349, 40.77597164148073]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Coney Island Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96167828420363, 40.6046699484676], [-73.96155209773099, 40.603006939329006]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Rome Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.09570639733413, 40.60203213261889], [-74.09660475911136, 40.60210480060079]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,Avenue Of The Americas,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.98871405108602, 40.748513273630834], [-73.98823761463858, 40.74913016901396]], [[-73.98916651688931, 40.747895434743285], [-73.98871405108602, 40.748513273630834]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,East 55 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96113894071658, 40.75585777805185], [-73.96162229952479, 40.756058903161026], [-73.96387087576392, 40.757008077527516], [-73.96623906594843, 40.75800823946716], [-73.96847979642754, 40.75895012712825], [-73.97008100794466, 40.759624906142626], [-73.97169609189231, 40.76031266051774]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Moore Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.94433145492025, 40.70358803968019], [-73.94261229518936, 40.703751099352615]]]}",
N,,,,Mapped_St,Queens,Surface_ST,94 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.7530082736139, 40.715441478414625], [-73.75219333727654, 40.71579295368925]]]}",
N,,,N,Not_mapped,Staten Island,Surface_ST,Callahan Lane,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.23209096460458, 40.50655786635641], [-74.232013308601, 40.506495600749126], [-74.23193256109765, 40.50643567005399], [-74.23188642785466, 40.50641585918309], [-74.23183741595169, 40.506400598260015], [-74.23178629189061, 40.50639012595134], [-74.23173385520414, 40.50638460603402], [-74.23165972091016, 40.50637787905025], [-74.23158506487026, 40.50637802972801], [-74.23151097821898, 40.50638505586507], [-74.2314262885176, 40.506387752232875], [-74.23134193719166, 40.50639412376945], [-74.23125819775359, 40.50640414981481], [-74.23120482827122, 40.506411981798685], [-74.23115314595633, 40.506424811610266], [-74.231103950803, 40.50644244065623], [-74.23105800430805, 40.50646459605566], [-74.23101554976235, 40.50647564280568]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Niles Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.13595236062169, 40.599680458710054], [-74.1340721512486, 40.599630392211274]]]}",
N,,,,Mapped_St,Queens,Surface_ST,10 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.81030964263788, 40.793543792832104], [-73.81147757016375, 40.79330742535351], [-73.81296035450016, 40.792965914097984]], [[-73.81296035450016, 40.792965914097984], [-73.81524056505326, 40.79243795331289]], [[-73.81524056505326, 40.79243795331289], [-73.81721315426866, 40.791986236809116]], [[-73.81721315426866, 40.791986236809116], [-73.81860407319878, 40.79166631560967]], [[-73.81860407319878, 40.79166631560967], [-73.82022192605984, 40.791297618431415]], [[-73.82022192605984, 40.791297618431415], [-73.82214158667105, 40.79085677519228]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Mill Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91144787418612, 40.60965615864365], [-73.9115694298504, 40.60953347209884], [-73.91169713562304, 40.609414469676665], [-73.91183079942307, 40.609299330337436], [-73.91197022021278, 40.609188227231165], [-73.91211518830004, 40.60908132743715], [-73.91226548565375, 40.60897879171291]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Pilgrim Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.83286167865782, 40.85179979535142], [-73.83310503005485, 40.84947884725793]], [[-73.83310503005485, 40.84947884725793], [-73.8333456608113, 40.84724780901008]], [[-73.8333456608113, 40.84724780901008], [-73.8335033383503, 40.84607420607927]], [[-73.8335033383503, 40.84607420607927], [-73.8335842869362, 40.84545138818054]], [[-73.8335842869362, 40.84545138818054], [-73.8338320447132, 40.84351641231249]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Rensselaer Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.1935214161911, 40.5412149764292], [-74.19609298418584, 40.54049773651381]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,West 24 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.00368955021958, 40.74835723066934], [-74.00368365101562, 40.74835471754541]], [[-74.00368365101562, 40.74835471754541], [-74.00084826827853, 40.7471467738982]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,West 49 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.98088574526442, 40.7592706687108], [-73.98373015417644, 40.760457088237075]]]}",
N,,,N,Mapped_St,Queens,Surface_ST,Musket Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.73426377672818, 40.733289191831936], [-73.73513864295133, 40.73101238705094]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Osborn Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.90855135702414, 40.66869126089625], [-73.90888999528018, 40.66995998920109]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,East 39 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.93966410474704, 40.639141328077336], [-73.93941311821139, 40.63680398024635]]]}",
Y,,,,Mapped_St,Bronx,Surface_ST,Tillotson Avenue,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.83922106757404, 40.87841249134626], [-73.83915144635984, 40.87850373359758], [-73.83868924433257, 40.87902653710374]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Gold Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.98351284505468, 40.68992482214313], [-73.98350329242263, 40.69010969164004], [-73.9834010583231, 40.692088243842015]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Olympia Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.06922490371, 40.59279910658713], [-74.06889352317825, 40.59279255451769]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Avenue V,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96977131146168, 40.59492988092867], [-73.96922788100966, 40.59525554582622]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Amboy Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.20526720224768, 40.52557462141399], [-74.20546053677657, 40.525542152719474]]]}",
,,,,Not_mapped,Staten Island,Surface_ST,Hickory Court,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.21612396138268, 40.549504436480525], [-74.21612432601212, 40.54950548130858], [-74.21635597729815, 40.550169887724856]]]}",
Y,,,N,Mapped_St,Queens,Surface_ST,Barbadoes Drive,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.8035749520357, 40.59866240046445], [-73.8035104753701, 40.597976453343115]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Linden Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.95266314005852, 40.65248936362974], [-73.9497687497989, 40.65264232254971]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,Trinity Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.01193492687148, 40.70930588315884], [-74.01167974414939, 40.709667185335476]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Mother Gaston Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.90438589314743, 40.66003465845692], [-73.90399213099083, 40.65849724683493], [-73.90399187229289, 40.65849624074132]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Boston Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.83033698171413, 40.88496949206613], [-73.82953327299253, 40.88530333430723]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Old Town Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.08588052196167, 40.5958769557731], [-74.0871478050952, 40.59596676992982]]]}",
N,,,,Mapped_St,Queens,Surface_ST,174 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.78197711732058, 40.70005849344675], [-73.78161849643378, 40.69956780108581], [-73.7810579798242, 40.6988008374002], [-73.7810221124331, 40.69875181266484], [-73.78049320943738, 40.69802887211741], [-73.7804866003312, 40.698019837251124], [-73.7800526857743, 40.697426718394794], [-73.77998002820591, 40.69732740217569], [-73.77990029665573, 40.697218414355106], [-73.77955323925246, 40.696741835903815], [-73.77950011279893, 40.69666888064259], [-73.77920821734399, 40.69626804196451], [-73.77898610919948, 40.69596303252963], [-73.7787460608454, 40.69563338337873], [-73.77874521512547, 40.695632245302384], [-73.77848098240109, 40.69527656380852], [-73.77825833439594, 40.69497685411443], [-73.77795172332188, 40.694555586202114], [-73.77787279401504, 40.69444714058408]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Rosedale Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.1991204477224, 40.546708706872124], [-74.20009056632611, 40.54647663914344]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Dean Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.81804583494434, 40.83554236228513], [-73.81748006315996, 40.83415502869853]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,East 27 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.94881988921341, 40.62168184756652], [-73.94836912168091, 40.61929125919248]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Myrtle Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.95428789668904, 40.694792746057914], [-73.95341398021613, 40.69489313509441], [-73.95341177468427, 40.694893398952374]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Waterbury Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.83290248294358, 40.836912173071], [-73.83202499107969, 40.83718034555248]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Marine Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.03568169722915, 40.61667058720399], [-74.035394736762, 40.61620523270843]]]}",
N,,Y,N,Not_mapped,Staten Island,Surface_ST,Keppel Avenue,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.24108633109326, 40.509213446345626], [-74.2396987046695, 40.509640540636894], [-74.23962464915672, 40.509663333769225]]]}",
N,,,,Mapped_St,Queens,Surface_ST,167 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.79645987843413, 40.71145938857917], [-73.79657166291747, 40.711696091545406], [-73.79726158395678, 40.713156937643454]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,Riverside Drive,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96912058347014, 40.80356292533428], [-73.96864669695636, 40.80420632078207]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,Henderson Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.94527480700792, 40.77514816968951], [-73.94494452940239, 40.7756118496324]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Dekalb Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96029303301766, 40.69034725698289], [-73.95940716798695, 40.6904490661234]]]}",
N,,,,Mapped_St,Queens,Surface_ST,73 Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.87893077475279, 40.71048243478496], [-73.87880474314474, 40.71032572118628], [-73.87880467230454, 40.710325631060535], [-73.8788046133147, 40.71032553194213], [-73.8787299146943, 40.710212983859094], [-73.87869540081559, 40.710160983463616], [-73.87862509816405, 40.7100293319826]]]}",
,,,,Mapped_St,Queens,Surface_ST,96 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.86693211783226, 40.74182569493657], [-73.86675759632134, 40.741396946767935], [-73.86656852455654, 40.7409324474844]], [[-73.86656852455654, 40.7409324474844], [-73.86645050247485, 40.74064328267643], [-73.86620891945569, 40.740051369260925]], [[-73.86620891945569, 40.740051369260925], [-73.86607329300588, 40.73971752376413], [-73.86575069336071, 40.738923422958244], [-73.86554851158269, 40.73842573180589]], [[-73.86554851158269, 40.73842573180589], [-73.86538571613751, 40.73802298459985], [-73.86492971206498, 40.73689482745658]]]}",
,Avenue of the Immigrants,,,Mapped_St,Manhattan,Surface_ST,Allen Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9913041539009, 40.71738168163568], [-73.99084515012731, 40.718308576999526]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Flatlands Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.92670816372429, 40.62682142088154], [-73.92582589929849, 40.62739273035675]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Waters Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.13241352178714, 40.61666507738654], [-74.13308389137822, 40.61676753905309]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Wales Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.90821798523858, 40.81014067022329], [-73.90776406081503, 40.811399428541264]], [[-73.90853047379107, 40.80926589541115], [-73.90821798523858, 40.81014067022329]], [[-73.90883715800028, 40.80840898993942], [-73.90853047379107, 40.80926589541115]], [[-73.90918183576272, 40.80745199604523], [-73.90883715800028, 40.80840898993942]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Myrtle Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.11430609330712, 40.63007895066519], [-74.1163463557028, 40.629835002817266]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Llewellyn Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.12964733944112, 40.62460234611876], [-74.12964790412974, 40.62460465081577], [-74.13009204563518, 40.626417016590075]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,Sheriff Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.98172468664741, 40.71618095397353], [-73.98143786754237, 40.71671799936564]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Grant Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.86718687351397, 40.68293273821198], [-73.86665320407808, 40.680551485720244]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Sherif S. Byrd Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.92091338570489, 40.84243374734407], [-73.92010663134897, 40.84208263745471]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Beach 129 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.85122514459994, 40.58161592359934], [-73.85064032072843, 40.580578645000806], [-73.85053861101059, 40.58039824468527], [-73.85014759794424, 40.579704697382596]], [[-73.85014759794424, 40.579704697382596], [-73.84962632344548, 40.57879629571798], [-73.8495223085977, 40.578615029646066], [-73.84906484831387, 40.57781780581873]], [[-73.84906484831387, 40.57781780581873], [-73.84831089906096, 40.57651294184671], [-73.84799789264045, 40.57597120505679]], [[-73.84799789264045, 40.57597120505679], [-73.84681191364086, 40.573918475177976]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Shepherd Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.87978964422133, 40.67004463495875], [-73.88017548979977, 40.6716041794923]]]}",
,,,,Not_mapped,Staten Island,Surface_ST,Nancy Court,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.14190026541085, 40.55643717656084], [-74.14089609898419, 40.55639891214844], [-74.14064465449678, 40.55622521601189], [-74.14058589334782, 40.556171217612174], [-74.14056143568787, 40.55614874247722], [-74.14034797955239, 40.55606147770197], [-74.13991009471076, 40.55588245949486], [-74.13981008584379, 40.555841573084365]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Castleton Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.11781042846165, 40.634520430952136], [-74.11844367548791, 40.63445196764229]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Leavitt Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.82870794048596, 40.76380060505334], [-73.8290591572169, 40.765093388531724]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Rockaway Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91081451538139, 40.6775176551786], [-73.91092600878474, 40.67634444505756]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,South Railroad Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.1315725633963, 40.56003666676891], [-74.13091209438844, 40.56056207815869]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Dorchester Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96753201988375, 40.63761499264742], [-73.96666298410837, 40.63803143204635]]]}",
N,,,,Mapped_St,Queens,Surface_ST,49 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.90162630786308, 40.76774914428787], [-73.90176503676386, 40.76763832053639], [-73.90182170300892, 40.7675900612887]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Avenue N,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91164386353901, 40.622503800650804], [-73.91093634230437, 40.622966074590536]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Central Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91700400022596, 40.693448632587355], [-73.91775808646425, 40.69387921041903]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Coleridge Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.95052899899672, 40.57957492938151], [-73.9500844006929, 40.57724007390431], [-73.95007499872413, 40.57719067966001]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Donna Court,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.16196033408958, 40.58085224534966], [-74.16243752453546, 40.58039300247966]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Church Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.97657658744062, 40.64400386589522], [-73.97569514189, 40.644372589244846]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Weeks Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.90738883682104, 40.84678239090738], [-73.90727969057194, 40.84776346196441]], [[-73.90754488918033, 40.8449584958338], [-73.90738883682104, 40.84678239090738]], [[-73.90756036621359, 40.844734906825316], [-73.90754488918033, 40.8449584958338]], [[-73.90766152207235, 40.84368708404825], [-73.90756036621359, 40.844734906825316]], [[-73.90774413718198, 40.8427021555322], [-73.90772710656873, 40.842969443438015], [-73.90766152207235, 40.84368708404825]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Lawton Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.81445186725038, 40.81776909568949], [-73.81300485594068, 40.8179773855706]]]}",
,,,N,Mapped_St,Bronx,Surface_ST,Goodridge Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.90218001153504, 40.89869288060125], [-73.90220747330636, 40.8986362336891], [-73.90230888742829, 40.898427037992], [-73.90239201271795, 40.898269860324795], [-73.90274296359581, 40.89778476571456]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Woods of Arden Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.16149010316592, 40.533171406040964], [-74.16091462348135, 40.5326498081421]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,43 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.00849655286774, 40.65039197392881], [-74.00842990371571, 40.650348099317696], [-74.00624092062772, 40.649022424945954]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Delaware Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.10079666458682, 40.59449342000504], [-74.1015343347021, 40.59495243372406]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,West 127 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9445418280981, 40.80907195581148], [-73.9473721663974, 40.81027745722941]], [[-73.9413174234964, 40.80771334674523], [-73.94453778933455, 40.80907023571835], [-73.9445418280981, 40.80907195581148]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Delmar Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.19150820605881, 40.54327360772596], [-74.19118889263089, 40.5426094593815]]]}",
